Ec,Xi,Eta,k,Fval,Gval
10,3,0.4,6.0,1.30505,0.48208
10,3,0.42,6.0,1.31579,0.44702
10,3,0.44,6.0,1.32361,0.41348
10,3,0.46,6.0,1.32879,0.38153
10,3,0.48,6.0,1.33161,0.35121
10,3,0.5,6.0,1.3323,0.32254
10,3,0.52,6.0,1.33112,0.29552
10,3,0.54,6.0,1.32827,0.27014
10,3,0.56,6.0,1.32398,0.24638
10,3,0.58,6.0,1.31843,0.22419
10,3,0.6,6.0,1.3118,0.20354
10,3,0.62,6.0,1.30427,0.18437
10,3,0.64,6.0,1.29598,0.16662
10,3,0.66,6.0,1.28707,0.15024
10,3,0.68,6.0,1.27768,0.13516
10,3,0.7,6.0,1.26791,0.12132
10,3,0.72,6.0,1.25788,0.10865
10,3,0.74,6.0,1.24766,0.09708
10,3,0.76,6.0,1.23735,0.08654
10,3,0.78,6.0,1.22702,0.07697
10,3,0.8,6.0,1.21674,0.0683
10,3,0.82,6.0,1.20655,0.06047
10,3,0.84,6.0,1.19651,0.05342
10,3,0.86,6.0,1.18665,0.04708
10,3,0.88,6.0,1.17702,0.04139
10,3,0.9,6.0,1.16765,0.03631
10,3,0.92,6.0,1.15854,0.03178
10,3,0.94,6.0,1.14974,0.02776
10,3,0.96,6.0,1.14124,0.02419
10,3,0.98,6.0,1.13306,0.02103
10,3,1.0,6.0,1.12521,0.01824
10,3,1.02,6.0,1.11769,0.01578
10,3,1.04,6.0,1.11049,0.01363
10,3,1.06,6.0,1.10363,0.01175
10,3,1.08,6.0,1.0971,0.0101
10,3,1.1,6.0,1.09089,0.00866
10,3,1.12,6.0,1.08499,0.00742
10,3,1.14,6.0,1.07941,0.00634
10,3,1.16,6.0,1.07412,0.0054
10,3,1.18,6.0,1.06913,0.0046
10,3,1.2,6.0,1.06442,0.0039
10,3,1.22,6.0,1.05998,0.00331
10,3,1.24,6.0,1.0558,0.00279
10,3,1.26,6.0,1.05187,0.00236
10,3,1.28,6.0,1.04818,0.00199
10,3,1.3,6.0,1.04472,0.00167
10,3,1.32,6.0,1.04147,0.0014
10,3,1.34,6.0,1.03844,0.00117
10,3,1.36,6.0,1.0356,0.00098
10,3,1.38,6.0,1.03295,0.00082
10,3,1.4,6.0,1.03047,0.00068
10,3,1.42,6.0,1.02816,0.00057
10,3,1.44,6.0,1.02601,0.00047
10,3,1.46,6.0,1.024,0.00039
10,3,1.48,6.0,1.02214,0.00032
10,3,1.5,6.0,1.02041,0.00027
10,3,1.52,6.0,1.0188,0.00022
10,3,1.54,6.0,1.01731,0.00018
10,3,1.56,6.0,1.01592,0.00015
10,3,1.58,6.0,1.01464,0.00012
10,3,1.6,6.0,1.01345,0.0001
10,3,1.62,6.0,1.01235,8e-05
10,3,1.64,6.0,1.01133,7e-05
10,3,1.66,6.0,1.01039,5e-05
10,3,1.68,6.0,1.00953,4e-05
10,3,1.7,6.0,1.00873,4e-05
10,3,1.72,6.0,1.00799,3e-05
10,3,1.74,6.0,1.00731,2e-05
10,3,1.76,6.0,1.00668,2e-05
10,3,1.78,6.0,1.0061,2e-05
10,3,1.8,6.0,1.00557,1e-05
10,3,1.82,6.0,1.00509,1e-05
10,3,1.84,6.0,1.00464,1e-05
10,3,1.86,6.0,1.00423,1e-05
10,3,1.88,6.0,1.00385,1e-05
10,3,1.9,6.0,1.00351,0.0
10,3,1.92,6.0,1.00319,0.0
10,3,1.94,6.0,1.0029,0.0
10,3,1.96,6.0,1.00264,0.0
10,3,1.98,6.0,1.0024,0.0
10,3,2.0,6.0,1.00217,0.0
10,3,2.02,6.0,1.00197,0.0
10,3,2.04,6.0,1.00179,0.0
10,3,2.06,6.0,1.00162,0.0
10,3,2.08,6.0,1.00147,0.0
10,3,2.1,6.0,1.00133,0.0
10,3,2.12,6.0,1.0012,0.0
10,3,2.14,6.0,1.00109,0.0
10,3,2.16,6.0,1.00098,0.0
10,3,2.18,6.0,1.00088,0.0
10,3,2.2,6.0,1.0008,0.0
10,3,2.22,6.0,1.00072,0.0
10,3,2.24,6.0,1.00065,0.0
10,3,2.26,6.0,1.00058,0.0
10,3,2.28,6.0,1.00052,0.0
10,3,2.3,6.0,1.00047,0.0
10,3,2.32,6.0,1.00042,0.0
10,3,2.34,6.0,1.00038,0.0
10,3,2.36,6.0,1.00034,0.0
10,3,2.38,6.0,1.00031,0.0
10,3,2.4,6.0,1.00027,0.0
10,3,2.42,6.0,1.00025,0.0
10,3,2.44,6.0,1.00022,0.0
10,3,2.46,6.0,1.0002,0.0
10,3,2.48,6.0,1.00018,0.0
10,3,2.5,6.0,1.00016,0.0
10,3,2.52,6.0,1.00014,0.0
10,3,2.54,6.0,1.00013,0.0
10,3,2.56,6.0,1.00011,0.0
10,3,2.58,6.0,1.0001,0.0
10,3,2.6,6.0,1.00009,0.0
10,3,2.62,6.0,1.00008,0.0
10,3,2.64,6.0,1.00007,0.0
10,3,2.66,6.0,1.00007,0.0
10,3,2.68,6.0,1.00006,0.0
10,3,2.7,6.0,1.00005,0.0
10,3,2.72,6.0,1.00005,0.0
10,3,2.74,6.0,1.00005,0.0
10,3,2.76,6.0,1.00004,0.0
10,3,2.78,6.0,1.00004,0.0
10,3,2.8,6.0,1.00003,0.0
10,3,2.82,6.0,1.00003,0.0
10,3,2.84,6.0,1.00003,0.0
10,3,2.86,6.0,1.00003,0.0
10,3,2.88,6.0,1.00003,0.0
10,3,2.9,6.0,1.00003,0.0
10,3,2.92,6.0,1.00003,0.0
10,3,2.94,6.0,1.00003,0.0
10,3,2.96,6.0,1.00002,0.0
10,3,2.98,6.0,1.00002,0.0
10,3,3.0,6.0,1.00002,0.0
10,3,3.02,6.0,1.00002,0.0
10,3,3.04,6.0,1.00002,0.0
10,3,3.06,6.0,1.00002,0.0
10,3,3.08,6.0,1.00002,0.0
10,3,3.1,6.0,1.00002,0.0
10,3,3.12,6.0,1.00002,0.0
10,3,3.14,6.0,1.00002,0.0
10,3,3.16,6.0,1.00002,0.0
10,3,3.18,6.0,1.00002,0.0
10,3,3.2,6.0,1.00002,0.0
10,3,3.22,6.0,1.00002,0.0
10,3,3.24,6.0,1.00002,0.0
10,3,3.26,6.0,1.00002,0.0
10,3,3.28,6.0,1.00002,0.0
10,3,3.3,6.0,1.00002,0.0
10,3,3.32,6.0,1.00002,0.0
10,3,3.34,6.0,1.00002,0.0
10,3,3.36,6.0,1.00002,0.0
10,3,3.38,6.0,1.00002,0.0
10,3,3.4,6.0,1.00002,0.0
10,3,3.42,6.0,1.00001,0.0
10,3,3.44,6.0,1.00001,0.0
10,3,3.46,6.0,1.00001,0.0
10,3,3.48,6.0,1.00001,0.0
10,3,3.5,6.0,1.00001,0.0
10,3,3.52,6.0,1.00001,0.0
10,3,3.54,6.0,1.00001,0.0
10,3,3.56,6.0,1.00001,0.0
10,3,3.58,6.0,1.00001,0.0
10,3,3.6,6.0,1.00001,0.0
10,3,3.62,6.0,1.00001,0.0
10,3,3.64,6.0,1.00001,0.0
10,3,3.66,6.0,1.00001,0.0
10,3,3.68,6.0,1.00001,0.0
10,3,3.7,6.0,1.00001,0.0
10,3,3.72,6.0,1.00001,0.0
10,3,3.74,6.0,1.00001,0.0
10,3,3.76,6.0,1.00001,0.0
10,3,3.78,6.0,1.00001,0.0
10,3,3.8,6.0,1.00001,0.0
10,3,3.82,6.0,1.00001,0.0
10,3,3.84,6.0,1.00001,0.0
10,3,3.86,6.0,1.00001,0.0
10,3,3.88,6.0,1.00001,0.0
10,3,3.9,6.0,1.00001,0.0
10,3,3.92,6.0,1.00001,0.0
10,3,3.94,6.0,1.00001,0.0
10,3,3.96,6.0,1.00001,0.0
10,3,3.98,6.0,1.00001,0.0
10,3,4.0,6.0,1.00002,0.0
10,3,4.02,6.0,1.00002,0.0
10,3,4.04,6.0,1.00002,0.0
10,3,4.06,6.0,1.00002,0.0
10,3,4.08,6.0,1.00002,0.0
10,3,4.1,6.0,1.00001,0.0
10,3,4.12,6.0,1.00001,0.0
10,3,4.14,6.0,1.00001,0.0
10,3,4.16,6.0,1.00001,0.0
10,3,4.18,6.0,1.00001,0.0
10,3,4.2,6.0,1.00001,0.0
10,3,4.22,6.0,1.00001,0.0
10,3,4.24,6.0,1.00001,0.0
10,3,4.26,6.0,1.00001,0.0
10,3,4.28,6.0,1.00001,0.0
10,3,4.3,6.0,1.00001,0.0
10,3,4.32,6.0,1.00001,0.0
10,3,4.34,6.0,1.00001,0.0
10,3,4.36,6.0,1.00001,0.0
10,3,4.38001,6.0,1.0,0.0
10,3,4.40001,6.0,1.0,0.0
10,3,4.42001,6.0,1.0,0.0
10,3,4.44001,6.0,1.0,0.0
10,3,4.46001,6.0,1.0,0.0
10,3,4.48001,6.0,1.0,0.0
10,3,4.50001,6.0,1.0,0.0
10,3,4.52001,6.0,1.0,0.0
10,3,4.54001,6.0,1.0,0.0
10,3,4.56001,6.0,1.0,0.0
10,3,4.58001,6.0,1.0,0.0
10,3,4.60001,6.0,1.0,0.0
10,3,4.62001,6.0,0.99999,0.0
10,3,4.64001,6.0,0.99999,0.0
10,3,4.66001,6.0,0.99999,0.0
10,3,4.68001,6.0,0.99999,0.0
10,3,4.70001,6.0,0.99999,0.0
10,3,4.72001,6.0,0.99999,0.0
10,3,4.74001,6.0,0.99999,0.0
10,3,4.76001,6.0,0.99999,0.0
10,3,4.78001,6.0,0.99999,0.0
10,3,4.80001,6.0,0.99999,0.0
10,3,4.82002,6.0,0.99999,0.0
10,3,4.84002,6.0,0.99999,0.0
10,3,4.86002,6.0,0.99999,0.0
10,3,4.88002,6.0,0.99999,0.0
10,3,4.90002,6.0,0.99999,0.0
10,3,4.92002,6.0,0.99999,0.0
10,3,4.94002,6.0,1.0,0.0
10,3,4.96002,6.0,1.0,0.0
10,3,4.98002,6.0,1.0,0.0
10,3,5.00002,6.0,1.0,0.0
