ETA,Cf
2.465,-28.80191
2.475,7.02144
2.485,43.3657
2.495,47.25417
2.505,14.92422
2.515,-23.9804
2.525,-33.18962
2.535,-3.67254
2.545,37.14977
2.555,50.59962
2.565,23.5244
2.575,-18.39437
2.585,-34.65925
2.595,-9.23219
2.605,33.08351
2.615,50.3126
2.625,24.86863
2.635,-18.16312
2.645,-35.43071
2.655,-9.1129
2.665,34.18514
2.675,49.92921
2.685,21.60501
2.695,-21.34956
2.705,-33.58529
2.715,-1.67629
2.725,40.78416
2.735,48.28913
2.745,12.45045
2.755,-28.03971
2.765,-28.84857
2.775,11.14071
2.785,47.65754
2.795,39.63716
2.805,-4.44118
2.815,-35.07897
2.825,-17.33436
2.835,28.76856
2.845,50.22399
2.855,21.97543
2.865,-23.2055
2.875,-32.1066
2.885,6.29919
2.895,46.81822
2.905,41.05206
2.915,-4.30638
2.925,-34.49242
2.935,-12.57036
2.945,34.83671
2.955,49.19381
2.965,12.20678
2.975,-30.48407
2.985,-25.42424
2.995,21.19094
3.005,50.26583
3.015,24.4549
3.025,-23.33313
3.035,-31.21799
3.045,11.57016
3.055,49.57675
3.065,32.91246
3.075,-16.56411
3.085,-33.05664
3.095,5.79057
3.105,47.94799
3.115,36.16435
3.125,-14.08759
3.135,-34.45637
3.145,3.09141
3.155,46.72991
3.165,35.58704
3.175,-15.12673
3.185,-34.17847
3.195,5.79004
3.205,48.50351
3.215,33.10873
3.225,-18.37719
3.235,-31.51691
3.245,13.15585
3.255,50.70754
3.265,25.80751
3.275,-25.34319
3.285,-27.19949
3.295,23.04116
3.305,50.05639
3.315,12.76766
3.325,-32.77586
3.335,-17.18793
3.345,36.1824
3.355,45.65217
3.365,-3.40134
3.375,-34.76892
3.385,0.90599
3.395,48.12724
3.405,32.45357
3.415,-21.72411
3.425,-28.48414
3.435,22.98763
3.445,49.86201
3.455,8.25393
3.465,-34.79235
3.475,-9.05006
3.485,43.69613
3.495,36.83223
3.505,-18.30149
3.515,-29.86407
3.525,22.01705
3.535,50.71655
3.545,7.74666
3.555,-34.44848
3.565,-4.15369
3.575,46.85199
3.585,30.61327
3.595,-25.48658
3.605,-24.52103
3.615,32.01625
3.625,45.44391
3.635,-7.8637
3.645,-33.7044
3.655,14.29791
3.665,51.23244
3.675,11.11758
3.685,-34.17234
3.695,-2.90339
3.705,48.30095
3.715,25.85227
3.725,-29.87421
3.735,-16.894
3.745,40.9222
3.755,36.49808
3.765,-22.06985
3.775,-25.1662
3.785,33.66108
3.795,44.08704
3.805,-13.55332
3.815,-29.7385
3.825,26.61159
3.835,47.49291
3.845,-7.81901
3.855,-33.05686
3.865,20.54952
3.875,48.50711
3.885,-4.12491
3.895,-34.05204
3.905,18.22049
3.915,49.81417
3.925,-1.81965
3.935,-33.50632
3.945,18.56821
3.955,49.78988
3.965,-3.30743
3.975,-33.63585
3.985,20.26768
3.995,48.02827
4.005,-7.7221
