Ri,M,Eta,k,Fval,Gval
5,1,3.16,8.0,1.00001,0.0
5,1,3.18,8.0,1.0,0.0
5,1,3.2,8.0,1.0,0.0
5,1,3.22,8.0,1.0,0.0
5,1,3.24,8.0,1.0,0.0
5,1,3.26,8.0,1.0,0.0
5,1,3.28,8.0,1.0,0.0
5,1,3.3,8.0,1.0,0.0
5,1,3.32,8.0,1.0,0.0
5,1,3.34,8.0,1.0,0.0
5,1,3.36,8.0,0.99999,0.0
5,1,3.38,8.0,0.99999,0.0
5,1,3.4,8.0,0.99999,0.0
5,1,3.42,8.0,0.99999,0.0
5,1,3.44,8.0,0.99999,0.0
5,1,3.46,8.0,0.99999,0.0
5,1,3.48,8.0,0.99999,0.0
5,1,3.5,8.0,0.99999,0.0
5,1,3.52,8.0,0.99999,0.0
5,1,3.54,8.0,0.99998,0.0
5,1,3.56,8.0,0.99998,0.0
5,1,3.58,8.0,0.99998,0.0
5,1,3.6,8.0,0.99998,0.0
5,1,3.62,8.0,0.99998,0.0
5,1,3.64,8.0,0.99998,0.0
5,1,3.66,8.0,0.99998,0.0
5,1,3.68,8.0,0.99998,0.0
5,1,3.7,8.0,0.99997,0.0
5,1,3.72,8.0,0.99997,0.0
5,1,3.74,8.0,0.99997,0.0
5,1,3.76,8.0,0.99997,0.0
5,1,3.78,8.0,0.99997,0.0
5,1,3.8,8.0,0.99997,0.0
5,1,3.82,8.0,0.99997,0.0
5,1,3.84,8.0,0.99997,0.0
5,1,3.86,8.0,0.99997,0.0
5,1,3.88,8.0,0.99997,0.0
5,1,3.9,8.0,0.99997,0.0
5,1,3.92,8.0,0.99997,0.0
5,1,3.94,8.0,0.99997,0.0
5,1,3.96,8.0,0.99997,0.0
5,1,3.98,8.0,0.99997,0.0
5,1,4.0,8.0,0.99997,0.0
5,1,4.02,8.0,0.99997,0.0
5,1,4.04,8.0,0.99998,0.0
5,1,4.06,8.0,0.99998,0.0
5,1,4.08,8.0,0.99998,0.0
5,1,4.1,8.0,0.99998,0.0
5,1,4.12,8.0,0.99998,0.0
5,1,4.14,8.0,0.99998,0.0
5,1,4.16,8.0,0.99998,0.0
5,1,4.18,8.0,0.99998,0.0
5,1,4.2,8.0,0.99998,0.0
5,1,4.22,8.0,0.99998,0.0
5,1,4.24,8.0,0.99998,0.0
5,1,4.26,8.0,0.99999,0.0
5,1,4.28,8.0,0.99999,0.0
5,1,4.3,8.0,0.99999,0.0
5,1,4.32,8.0,0.99999,0.0
5,1,4.34,8.0,0.99999,0.0
5,1,4.36,8.0,0.99999,0.0
5,1,4.38001,8.0,0.99999,0.0
5,1,4.40001,8.0,0.99999,0.0
5,1,4.42001,8.0,0.99999,0.0
5,1,4.44001,8.0,0.99999,0.0
5,1,4.46001,8.0,0.99999,0.0
5,1,4.48001,8.0,0.99999,0.0
5,1,4.50001,8.0,0.99999,0.0
5,1,4.52001,8.0,0.99999,0.0
5,1,4.54001,8.0,0.99999,0.0
5,1,4.56001,8.0,0.99999,0.0
5,1,4.58001,8.0,0.99999,0.0
5,1,4.60001,8.0,0.99999,0.0
5,1,4.62001,8.0,0.99999,0.0
5,1,4.64001,8.0,0.99999,0.0
5,1,4.66001,8.0,0.99999,0.0
5,1,4.68001,8.0,0.99999,0.0
5,1,4.70001,8.0,0.99999,0.0
5,1,4.72001,8.0,0.99999,0.0
5,1,4.74001,8.0,0.99999,0.0
5,1,4.76001,8.0,0.99999,0.0
5,1,4.78001,8.0,0.99999,0.0
5,1,4.80001,8.0,0.99999,0.0
5,1,4.82002,8.0,0.99999,0.0
5,1,4.84002,8.0,0.99999,0.0
5,1,4.86002,8.0,0.99999,0.0
5,1,4.88002,8.0,0.99999,0.0
5,1,4.90002,8.0,0.99999,0.0
5,1,4.92002,8.0,1.0,0.0
5,1,4.94002,8.0,1.0,0.0
5,1,4.96002,8.0,1.0,0.0
5,1,4.98002,8.0,1.0,0.0
5,1,5.00002,8.0,1.0,0.0
5,3,0.0,9.0,0.0949,1.0
5,3,0.02,9.0,0.07863,0.99015
5,3,0.04,9.0,0.15095,0.97714
5,3,0.06,9.0,0.21747,0.96068
5,3,0.08,9.0,0.27867,0.94134
5,3,0.1,9.0,0.33497,0.91957
5,3,0.12,9.0,0.38679,0.8958
5,3,0.14,9.0,0.43448,0.87036
5,3,0.16,9.0,0.47838,0.84357
5,3,0.18,9.0,0.51881,0.81571
5,3,0.2,9.0,0.55604,0.78703
5,3,0.22,9.0,0.59034,0.75772
5,3,0.24,9.0,0.62195,0.728
5,3,0.26,9.0,0.65108,0.69802
5,3,0.28,9.0,0.67794,0.66796
5,3,0.3,9.0,0.7027,0.63794
5,3,0.32,9.0,0.72554,0.60809
5,3,0.34,9.0,0.74662,0.57853
5,3,0.36,9.0,0.76607,0.54937
5,3,0.38,9.0,0.78402,0.52068
5,3,0.4,9.0,0.8006,0.49256
5,3,0.42,9.0,0.81591,0.46508
5,3,0.44,9.0,0.83005,0.4383
5,3,0.46,9.0,0.84311,0.41228
5,3,0.48,9.0,0.85519,0.38707
5,3,0.5,9.0,0.86635,0.36271
5,3,0.52,9.0,0.87666,0.33923
5,3,0.54,9.0,0.8862,0.31666
5,3,0.56,9.0,0.89502,0.29502
5,3,0.58,9.0,0.90318,0.27433
5,3,0.6,9.0,0.91072,0.2546
5,3,0.62,9.0,0.91769,0.23582
5,3,0.64,9.0,0.92414,0.218
5,3,0.66,9.0,0.9301,0.20112
5,3,0.68,9.0,0.93562,0.18519
5,3,0.7,9.0,0.94072,0.17018
5,3,0.72,9.0,0.94543,0.15607
5,3,0.74,9.0,0.94979,0.14284
5,3,0.76,9.0,0.95381,0.13047
5,3,0.78,9.0,0.95753,0.11893
5,3,0.8,9.0,0.96097,0.10819
5,3,0.82,9.0,0.96414,0.09822
5,3,0.84,9.0,0.96707,0.08899
5,3,0.86,9.0,0.96978,0.08045
5,3,0.88,9.0,0.97227,0.07259
5,3,0.9,9.0,0.97457,0.06535
5,3,0.92,9.0,0.97669,0.05872
5,3,0.94,9.0,0.97865,0.05265
5,3,0.96,9.0,0.98045,0.0471
5,3,0.98,9.0,0.98211,0.04206
5,3,1.0,9.0,0.98363,0.03747
5,3,1.02,9.0,0.98503,0.03331
5,3,1.04,9.0,0.98632,0.02955
5,3,1.06,9.0,0.98751,0.02616
5,3,1.08,9.0,0.98859,0.02311
5,3,1.1,9.0,0.98959,0.02037
5,3,1.12,9.0,0.9905,0.01792
5,3,1.14,9.0,0.99134,0.01573
5,3,1.16,9.0,0.99211,0.01377
5,3,1.18,9.0,0.99282,0.01204
5,3,1.2,9.0,0.99346,0.0105
5,3,1.22,9.0,0.99405,0.00913
5,3,1.24,9.0,0.99459,0.00793
5,3,1.26,9.0,0.99508,0.00687
5,3,1.28,9.0,0.99553,0.00594
5,3,1.3,9.0,0.99594,0.00512
5,3,1.32,9.0,0.99631,0.00441
5,3,1.34,9.0,0.99665,0.00379
5,3,1.36,9.0,0.99696,0.00324
5,3,1.38,9.0,0.99725,0.00277
5,3,1.4,9.0,0.9975,0.00237
5,3,1.42,9.0,0.99774,0.00201
5,3,1.44,9.0,0.99795,0.00171
5,3,1.46,9.0,0.99814,0.00145
5,3,1.48,9.0,0.99832,0.00122
5,3,1.5,9.0,0.99848,0.00103
5,3,1.52,9.0,0.99863,0.00087
5,3,1.54,9.0,0.99876,0.00073
5,3,1.56,9.0,0.99888,0.00061
5,3,1.58,9.0,0.99899,0.00051
5,3,1.6,9.0,0.99908,0.00043
5,3,1.62,9.0,0.99917,0.00036
5,3,1.64,9.0,0.99925,0.0003
5,3,1.66,9.0,0.99933,0.00024
5,3,1.68,9.0,0.99939,0.0002
5,3,1.7,9.0,0.99945,0.00017
5,3,1.72,9.0,0.99951,0.00014
5,3,1.74,9.0,0.99956,0.00011
5,3,1.76,9.0,0.9996,9e-05
5,3,1.78,9.0,0.99964,8e-05
5,3,1.8,9.0,0.99968,6e-05
5,3,1.82,9.0,0.99971,5e-05
5,3,1.84,9.0,0.99974,4e-05
5,3,1.86,9.0,0.99976,3e-05
5,3,1.88,9.0,0.99979,3e-05
5,3,1.9,9.0,0.99981,2e-05
5,3,1.92,9.0,0.99983,2e-05
5,3,1.94,9.0,0.99985,1e-05
5,3,1.96,9.0,0.99986,1e-05
5,3,1.98,9.0,0.99988,1e-05
5,3,2.0,9.0,0.99989,1e-05
5,3,2.02,9.0,0.9999,1e-05
5,3,2.04,9.0,0.99991,0.0
5,3,2.06,9.0,0.99992,0.0
5,3,2.08,9.0,0.99993,0.0
5,3,2.1,9.0,0.99994,0.0
5,3,2.12,9.0,0.99995,0.0
5,3,2.14,9.0,0.99996,0.0
5,3,2.16,9.0,0.99996,0.0
5,3,2.18,9.0,0.99997,0.0
5,3,2.2,9.0,0.99997,0.0
5,3,2.22,9.0,0.99998,0.0
5,3,2.24,9.0,0.99998,0.0
5,3,2.26,9.0,0.99998,0.0
5,3,2.28,9.0,0.99998,0.0
5,3,2.3,9.0,0.99999,0.0
5,3,2.32,9.0,0.99999,0.0
5,3,2.34,9.0,0.99999,0.0
5,3,2.36,9.0,0.99999,0.0
5,3,2.38,9.0,0.99999,0.0
5,3,2.4,9.0,0.99999,0.0
5,3,2.42,9.0,0.99999,0.0
5,3,2.44,9.0,0.99999,0.0
5,3,2.46,9.0,0.99999,0.0
5,3,2.48,9.0,0.99999,0.0
5,3,2.5,9.0,0.99999,0.0
5,3,2.52,9.0,0.99999,0.0
5,3,2.54,9.0,0.99999,0.0
5,3,2.56,9.0,0.99999,0.0
5,3,2.58,9.0,0.99999,0.0
5,3,2.6,9.0,0.99999,0.0
5,3,2.62,9.0,0.99999,0.0
5,3,2.64,9.0,0.99999,0.0
5,3,2.66,9.0,0.99999,0.0
5,3,2.68,9.0,0.99999,0.0
5,3,2.7,9.0,0.99999,0.0
5,3,2.72,9.0,1.0,0.0
5,3,2.74,9.0,1.0,0.0
5,3,2.76,9.0,1.0,0.0
5,3,2.78,9.0,1.0,0.0
5,3,2.8,9.0,1.0,0.0
5,3,2.82,9.0,1.0,0.0
5,3,2.84,9.0,1.0,0.0
5,3,2.86,9.0,1.0,0.0
5,3,2.88,9.0,1.0,0.0
5,3,2.9,9.0,1.0,0.0
5,3,2.92,9.0,1.00001,0.0
5,3,2.94,9.0,1.00001,0.0
5,3,2.96,9.0,1.00001,0.0
5,3,2.98,9.0,1.00001,0.0
5,3,3.0,9.0,1.00001,0.0
5,3,3.02,9.0,1.00001,0.0
5,3,3.04,9.0,1.00001,0.0
5,3,3.06,9.0,1.00001,0.0
5,3,3.08,9.0,1.00001,0.0
5,3,3.1,9.0,1.00001,0.0
5,3,3.12,9.0,1.00001,0.0
5,3,3.14,9.0,1.00001,0.0
5,3,3.16,9.0,1.00001,0.0
5,3,3.18,9.0,1.00001,0.0
5,3,3.2,9.0,1.00001,0.0
5,3,3.22,9.0,1.00001,0.0
5,3,3.24,9.0,1.00001,0.0
5,3,3.26,9.0,1.0,0.0
5,3,3.28,9.0,1.0,0.0
5,3,3.3,9.0,1.0,0.0
5,3,3.32,9.0,1.0,0.0
5,3,3.34,9.0,1.0,0.0
5,3,3.36,9.0,1.0,0.0
5,3,3.38,9.0,1.0,0.0
5,3,3.4,9.0,1.0,0.0
5,3,3.42,9.0,1.0,0.0
5,3,3.44,9.0,1.0,0.0
5,3,3.46,9.0,1.0,0.0
5,3,3.48,9.0,1.0,0.0
5,3,3.5,9.0,1.0,0.0
5,3,3.52,9.0,1.0,0.0
5,3,3.54,9.0,1.0,0.0
5,3,3.56,9.0,1.0,0.0
5,3,3.58,9.0,1.0,0.0
5,3,3.6,9.0,1.0,0.0
5,3,3.62,9.0,1.0,0.0
5,3,3.64,9.0,1.0,0.0
5,3,3.66,9.0,1.0,0.0
5,3,3.68,9.0,1.0,0.0
5,3,3.7,9.0,1.0,0.0
5,3,3.72,9.0,1.0,0.0
5,3,3.74,9.0,1.0,0.0
5,3,3.76,9.0,1.0,0.0
5,3,3.78,9.0,1.0,0.0
5,3,3.8,9.0,1.0,0.0
5,3,3.82,9.0,1.0,0.0
5,3,3.84,9.0,1.0,0.0
5,3,3.86,9.0,1.0,0.0
5,3,3.88,9.0,1.0,0.0
5,3,3.9,9.0,1.0,0.0
5,3,3.92,9.0,1.0,0.0
5,3,3.94,9.0,1.0,0.0
5,3,3.96,9.0,1.0,0.0
5,3,3.98,9.0,1.0,0.0
5,3,4.0,9.0,1.0,0.0
5,3,4.02,9.0,1.0,0.0
5,3,4.04,9.0,0.99999,0.0
5,3,4.06,9.0,0.99999,0.0
5,3,4.08,9.0,0.99999,0.0
5,3,4.1,9.0,0.99999,0.0
5,3,4.12,9.0,0.99999,0.0
5,3,4.14,9.0,0.99999,0.0
5,3,4.16,9.0,0.99999,0.0
5,3,4.18,9.0,0.99999,0.0
5,3,4.2,9.0,0.99999,0.0
5,3,4.22,9.0,0.99999,0.0
5,3,4.24,9.0,0.99999,0.0
5,3,4.26,9.0,0.99999,0.0
5,3,4.28,9.0,0.99999,0.0
5,3,4.3,9.0,0.99998,0.0
5,3,4.32,9.0,0.99998,0.0
5,3,4.34,9.0,0.99998,0.0
5,3,4.36,9.0,0.99998,0.0
5,3,4.38001,9.0,0.99998,0.0
5,3,4.40001,9.0,0.99998,0.0
5,3,4.42001,9.0,0.99998,0.0
5,3,4.44001,9.0,0.99998,0.0
5,3,4.46001,9.0,0.99998,0.0
5,3,4.48001,9.0,0.99998,0.0
5,3,4.50001,9.0,0.99998,0.0
5,3,4.52001,9.0,0.99998,0.0
5,3,4.54001,9.0,0.99998,0.0
5,3,4.56001,9.0,0.99998,0.0
5,3,4.58001,9.0,0.99998,0.0
5,3,4.60001,9.0,0.99998,0.0
5,3,4.62001,9.0,0.99998,0.0
5,3,4.64001,9.0,0.99999,0.0
5,3,4.66001,9.0,0.99999,0.0
5,3,4.68001,9.0,0.99999,0.0
5,3,4.70001,9.0,0.99999,0.0
5,3,4.72001,9.0,0.99999,0.0
5,3,4.74001,9.0,0.99999,0.0
5,3,4.76001,9.0,0.99999,0.0
5,3,4.78001,9.0,0.99999,0.0
5,3,4.80001,9.0,0.99999,0.0
5,3,4.82002,9.0,0.99999,0.0
5,3,4.84002,9.0,0.99999,0.0
5,3,4.86002,9.0,0.99999,0.0
5,3,4.88002,9.0,0.99999,0.0
5,3,4.90002,9.0,1.0,0.0
5,3,4.92002,9.0,1.0,0.0
5,3,4.94002,9.0,1.0,0.0
5,3,4.96002,9.0,1.0,0.0
5,3,4.98002,9.0,1.0,0.0
5,3,5.00002,9.0,1.0,0.0
10,0,0.0,10.0,0.0949,1.0
10,0,0.02,10.0,0.08446,0.99025
10,0,0.04,10.0,0.16194,0.97701
10,0,0.06,10.0,0.233,0.9601
10,0,0.08,10.0,0.29815,0.94013
10,0,0.1,10.0,0.35789,0.91762
10,0,0.12,10.0,0.41264,0.89303
10,0,0.14,10.0,0.46281,0.86674
10,0,0.16,10.0,0.50879,0.8391
10,0,0.18,10.0,0.5509,0.8104
10,0,0.2,10.0,0.58947,0.78091
10,0,0.22,10.0,0.62479,0.75084
10,0,0.24,10.0,0.65713,0.72041
10,0,0.26,10.0,0.68674,0.68979
10,0,0.28,10.0,0.71383,0.65915
10,0,0.3,10.0,0.73863,0.62862
10,0,0.32,10.0,0.76131,0.59834
10,0,0.34,10.0,0.78207,0.56842
10,0,0.36,10.0,0.80105,0.53896
10,0,0.38,10.0,0.8184,0.51006
10,0,0.4,10.0,0.83427,0.48178
10,0,0.42,10.0,0.84878,0.45421
10,0,0.44,10.0,0.86204,0.4274
10,0,0.46,10.0,0.87416,0.40141
10,0,0.48,10.0,0.88523,0.37627
10,0,0.5,10.0,0.89535,0.35204
10,0,0.52,10.0,0.90459,0.32873
10,0,0.54,10.0,0.91302,0.30638
10,0,0.56,10.0,0.92073,0.28499
10,0,0.58,10.0,0.92776,0.26458
10,0,0.6,10.0,0.93418,0.24515
10,0,0.62,10.0,0.94004,0.2267
10,0,0.64,10.0,0.94539,0.20922
10,0,0.66,10.0,0.95027,0.19271
10,0,0.68,10.0,0.95472,0.17715
10,0,0.7,10.0,0.95878,0.16252
10,0,0.72,10.0,0.96248,0.14879
10,0,0.74,10.0,0.96585,0.13595
10,0,0.76,10.0,0.96893,0.12397
10,0,0.78,10.0,0.97173,0.11281
10,0,0.8,10.0,0.97428,0.10245
10,0,0.82,10.0,0.97661,0.09284
10,0,0.84,10.0,0.97873,0.08397
10,0,0.86,10.0,0.98066,0.07578
10,0,0.88,10.0,0.98242,0.06825
10,0,0.9,10.0,0.98403,0.06134
10,0,0.92,10.0,0.98548,0.05501
10,0,0.94,10.0,0.98681,0.04923
10,0,0.96,10.0,0.98802,0.04397
10,0,0.98,10.0,0.98912,0.03919
10,0,1.0,10.0,0.99012,0.03485
10,0,1.02,10.0,0.99103,0.03092
10,0,1.04,10.0,0.99186,0.02738
10,0,1.06,10.0,0.99261,0.0242
10,0,1.08,10.0,0.99329,0.02133
10,0,1.1,10.0,0.99391,0.01877
10,0,1.12,10.0,0.99448,0.01648
10,0,1.14,10.0,0.99499,0.01443
10,0,1.16,10.0,0.99546,0.01262
10,0,1.18,10.0,0.99588,0.011
10,0,1.2,10.0,0.99626,0.00958
10,0,1.22,10.0,0.99661,0.00831
10,0,1.24,10.0,0.99693,0.0072
10,0,1.26,10.0,0.99722,0.00623
10,0,1.28,10.0,0.99748,0.00537
10,0,1.3,10.0,0.99772,0.00462
10,0,1.32,10.0,0.99793,0.00397
10,0,1.34,10.0,0.99813,0.0034
10,0,1.36,10.0,0.99831,0.00291
10,0,1.38,10.0,0.99847,0.00248
10,0,1.4,10.0,0.99861,0.00211
10,0,1.42,10.0,0.99875,0.00179
10,0,1.44,10.0,0.99887,0.00152
10,0,1.46,10.0,0.99898,0.00129
10,0,1.48,10.0,0.99908,0.00108
10,0,1.5,10.0,0.99916,0.00091
10,0,1.52,10.0,0.99925,0.00077
10,0,1.54,10.0,0.99932,0.00064
10,0,1.56,10.0,0.99939,0.00054
10,0,1.58,10.0,0.99945,0.00045
10,0,1.6,10.0,0.9995,0.00037
10,0,1.62,10.0,0.99955,0.00031
10,0,1.64,10.0,0.99959,0.00026
10,0,1.66,10.0,0.99963,0.00021
10,0,1.68,10.0,0.99967,0.00017
10,0,1.7,10.0,0.9997,0.00014
10,0,1.72,10.0,0.99973,0.00012
10,0,1.74,10.0,0.99976,0.0001
10,0,1.76,10.0,0.99978,8e-05
10,0,1.78,10.0,0.9998,6e-05
10,0,1.8,10.0,0.99982,5e-05
10,0,1.82,10.0,0.99984,4e-05
10,0,1.84,10.0,0.99986,3e-05
10,0,1.86,10.0,0.99987,3e-05
10,0,1.88,10.0,0.99988,2e-05
10,0,1.9,10.0,0.9999,2e-05
10,0,1.92,10.0,0.99991,1e-05
10,0,1.94,10.0,0.99992,1e-05
10,0,1.96,10.0,0.99993,1e-05
10,0,1.98,10.0,0.99993,1e-05
10,0,2.0,10.0,0.99994,1e-05
10,0,2.02,10.0,0.99995,0.0
10,0,2.04,10.0,0.99995,0.0
10,0,2.06,10.0,0.99996,0.0
10,0,2.08,10.0,0.99996,0.0
10,0,2.1,10.0,0.99996,0.0
10,0,2.12,10.0,0.99997,0.0
10,0,2.14,10.0,0.99997,0.0
10,0,2.16,10.0,0.99997,0.0
10,0,2.18,10.0,0.99997,0.0
10,0,2.2,10.0,0.99998,0.0
10,0,2.22,10.0,0.99998,0.0
10,0,2.24,10.0,0.99998,0.0
10,0,2.26,10.0,0.99998,0.0
10,0,2.28,10.0,0.99998,0.0
10,0,2.3,10.0,0.99999,0.0
10,0,2.32,10.0,0.99999,0.0
10,0,2.34,10.0,0.99999,0.0
10,0,2.36,10.0,0.99999,0.0
10,0,2.38,10.0,0.99999,0.0
10,0,2.4,10.0,0.99999,0.0
10,0,2.42,10.0,0.99999,0.0
10,0,2.44,10.0,0.99999,0.0
10,0,2.46,10.0,0.99999,0.0
10,0,2.48,10.0,0.99999,0.0
10,0,2.5,10.0,0.99999,0.0
10,0,2.52,10.0,0.99999,0.0
10,0,2.54,10.0,0.99999,0.0
10,0,2.56,10.0,0.99999,0.0
10,0,2.58,10.0,0.99999,0.0
10,0,2.6,10.0,0.99999,0.0
10,0,2.62,10.0,0.99999,0.0
10,0,2.64,10.0,0.99999,0.0
10,0,2.66,10.0,0.99999,0.0
10,0,2.68,10.0,0.99999,0.0
10,0,2.7,10.0,0.99999,0.0
10,0,2.72,10.0,0.99999,0.0
10,0,2.74,10.0,0.99999,0.0
10,0,2.76,10.0,0.99999,0.0
10,0,2.78,10.0,0.99999,0.0
10,0,2.8,10.0,0.99999,0.0
10,0,2.82,10.0,0.99999,0.0
10,0,2.84,10.0,0.99999,0.0
10,0,2.86,10.0,0.99999,0.0
10,0,2.88,10.0,0.99999,0.0
10,0,2.9,10.0,0.99999,0.0
10,0,2.92,10.0,0.99999,0.0
10,0,2.94,10.0,0.99999,0.0
10,0,2.96,10.0,0.99999,0.0
10,0,2.98,10.0,0.99999,0.0
10,0,3.0,10.0,0.99999,0.0
10,0,3.02,10.0,0.99999,0.0
10,0,3.04,10.0,0.99999,0.0
10,0,3.06,10.0,0.99999,0.0
10,0,3.08,10.0,0.99999,0.0
10,0,3.1,10.0,0.99999,0.0
10,0,3.12,10.0,0.99999,0.0
10,0,3.14,10.0,0.99999,0.0
10,0,3.16,10.0,0.99999,0.0
10,0,3.18,10.0,0.99999,0.0
10,0,3.2,10.0,0.99999,0.0
10,0,3.22,10.0,0.99999,0.0
10,0,3.24,10.0,0.99999,0.0
10,0,3.26,10.0,0.99999,0.0
10,0,3.28,10.0,0.99999,0.0
10,0,3.3,10.0,0.99999,0.0
10,0,3.32,10.0,0.99999,0.0
10,0,3.34,10.0,0.99999,0.0
10,0,3.36,10.0,0.99999,0.0
10,0,3.38,10.0,0.99999,0.0
10,0,3.4,10.0,0.99999,0.0
10,0,3.42,10.0,0.99999,0.0
10,0,3.44,10.0,0.99999,0.0
10,0,3.46,10.0,0.99999,0.0
10,0,3.48,10.0,0.99999,0.0
10,0,3.5,10.0,0.99999,0.0
10,0,3.52,10.0,0.99999,0.0
10,0,3.54,10.0,0.99999,0.0
10,0,3.56,10.0,0.99999,0.0
10,0,3.58,10.0,0.99999,0.0
10,0,3.6,10.0,0.99999,0.0
10,0,3.62,10.0,0.99999,0.0
10,0,3.64,10.0,0.99999,0.0
10,0,3.66,10.0,0.99999,0.0
10,0,3.68,10.0,0.99999,0.0
10,0,3.7,10.0,0.99999,0.0
10,0,3.72,10.0,0.99999,0.0
10,0,3.74,10.0,0.99999,0.0
10,0,3.76,10.0,0.99999,0.0
10,0,3.78,10.0,1.0,0.0
10,0,3.8,10.0,1.0,0.0
10,0,3.82,10.0,1.0,0.0
10,0,3.84,10.0,1.0,0.0
10,0,3.86,10.0,1.0,0.0
10,0,3.88,10.0,1.0,0.0
10,0,3.9,10.0,1.0,0.0
10,0,3.92,10.0,1.0,0.0
10,0,3.94,10.0,1.0,0.0
10,0,3.96,10.0,1.0,0.0
10,0,3.98,10.0,1.0,0.0
10,0,4.0,10.0,1.0,0.0
10,0,4.02,10.0,1.0,0.0
10,0,4.04,10.0,1.0,0.0
10,0,4.06,10.0,1.0,0.0
10,0,4.08,10.0,1.0,0.0
10,0,4.1,10.0,1.0,0.0
10,0,4.12,10.0,0.99999,0.0
10,0,4.14,10.0,0.99999,0.0
10,0,4.16,10.0,0.99999,0.0
10,0,4.18,10.0,0.99999,0.0
10,0,4.2,10.0,0.99998,0.0
10,0,4.22,10.0,0.99998,0.0
10,0,4.24,10.0,0.99998,0.0
10,0,4.26,10.0,0.99998,0.0
10,0,4.28,10.0,0.99997,0.0
10,0,4.3,10.0,0.99997,0.0
10,0,4.32,10.0,0.99997,0.0
10,0,4.34,10.0,0.99997,0.0
10,0,4.36,10.0,0.99997,0.0
10,0,4.38001,10.0,0.99997,0.0
10,0,4.40001,10.0,0.99997,0.0
10,0,4.42001,10.0,0.99997,0.0
10,0,4.44001,10.0,0.99997,0.0
10,0,4.46001,10.0,0.99997,0.0
10,0,4.48001,10.0,0.99997,0.0
10,0,4.50001,10.0,0.99997,0.0
10,0,4.52001,10.0,0.99997,0.0
10,0,4.54001,10.0,0.99997,0.0
10,0,4.56001,10.0,0.99997,0.0
10,0,4.58001,10.0,0.99997,0.0
10,0,4.60001,10.0,0.99998,0.0
10,0,4.62001,10.0,0.99998,0.0
10,0,4.64001,10.0,0.99998,0.0
10,0,4.66001,10.0,0.99998,0.0
10,0,4.68001,10.0,0.99998,0.0
10,0,4.70001,10.0,0.99998,0.0
10,0,4.72001,10.0,0.99998,0.0
10,0,4.74001,10.0,0.99999,0.0
10,0,4.76001,10.0,0.99999,0.0
10,0,4.78001,10.0,0.99999,0.0
10,0,4.80001,10.0,0.99999,0.0
10,0,4.82002,10.0,0.99999,0.0
10,0,4.84002,10.0,0.99999,0.0
10,0,4.86002,10.0,0.99999,0.0
10,0,4.88002,10.0,0.99999,0.0
10,0,4.90002,10.0,0.99999,0.0
10,0,4.92002,10.0,1.0,0.0
10,0,4.94002,10.0,1.0,0.0
10,0,4.96002,10.0,1.0,0.0
10,0,4.98002,10.0,1.0,0.0
10,0,5.00002,10.0,1.0,0.0
10,1,0.0,11.0,0.0949,1.0
10,1,0.02,11.0,0.11286,0.99303
10,1,0.04,11.0,0.21539,0.98068
10,1,0.06,11.0,0.30837,0.96325
10,1,0.08,11.0,0.39254,0.94173
10,1,0.1,11.0,0.46859,0.91695
10,1,0.12,11.0,0.53719,0.88961
10,1,0.14,11.0,0.59893,0.86029
10,1,0.16,11.0,0.65439,0.82949
10,1,0.18,11.0,0.70408,0.79762
10,1,0.2,11.0,0.74851,0.76502
10,1,0.22,11.0,0.78813,0.73201
10,1,0.24,11.0,0.82336,0.69882
10,1,0.26,11.0,0.85459,0.66568
10,1,0.28,11.0,0.88218,0.63277
10,1,0.3,11.0,0.90648,0.60024
10,1,0.32,11.0,0.92778,0.56822
10,1,0.34,11.0,0.94638,0.53685
10,1,0.36,11.0,0.96253,0.5062
10,1,0.38,11.0,0.97649,0.47636
10,1,0.4,11.0,0.98847,0.4474
10,1,0.42,11.0,0.99868,0.41939
10,1,0.44,11.0,1.0073,0.39236
10,1,0.46,11.0,1.01451,0.36635
10,1,0.48,11.0,1.02046,0.3414
10,1,0.5,11.0,1.02531,0.31753
10,1,0.52,11.0,1.02917,0.29473
10,1,0.54,11.0,1.03217,0.27304
10,1,0.56,11.0,1.03441,0.25243
10,1,0.58,11.0,1.036,0.23291
10,1,0.6,11.0,1.03702,0.21447
10,1,0.62,11.0,1.03756,0.19709
10,1,0.64,11.0,1.03767,0.18075
10,1,0.66,11.0,1.03744,0.16543
10,1,0.68,11.0,1.03691,0.15109
10,1,0.7,11.0,1.03613,0.13771
10,1,0.72,11.0,1.03516,0.12525
10,1,0.74,11.0,1.03403,0.11369
10,1,0.76,11.0,1.03278,0.10297
10,1,0.78,11.0,1.03144,0.09307
10,1,0.8,11.0,1.03003,0.08394
10,1,0.82,11.0,1.02858,0.07555
10,1,0.84,11.0,1.02711,0.06785
10,1,0.86,11.0,1.02563,0.06081
10,1,0.88,11.0,1.02417,0.05438
10,1,0.9,11.0,1.02272,0.04852
10,1,0.92,11.0,1.02131,0.0432
10,1,0.94,11.0,1.01994,0.03838
10,1,0.96,11.0,1.01861,0.03403
10,1,0.98,11.0,1.01733,0.0301
10,1,1.0,11.0,1.01611,0.02657
10,1,1.02,11.0,1.01495,0.0234
10,1,1.04,11.0,1.01384,0.02056
10,1,1.06,11.0,1.01279,0.01803
10,1,1.08,11.0,1.01181,0.01577
10,1,1.1,11.0,1.01088,0.01377
10,1,1.12,11.0,1.01001,0.01199
10,1,1.14,11.0,1.00919,0.01042
